target_id	length	eff_length	est_counts	tpm
Solyc04g077430.3.1	2792	2613	87.6073	17.8742
Solyc11g066890.1.1	1284	1105	46	22.1933
Solyc01g066740.3.1	6343	6164	39	3.3731
Solyc02g062990.1.1	708	529	0	0
Solyc09g089940.1.1	1914	1735	216	66.3714
Solyc01g067350.3.1	1104	925	0	0
Solyc04g016420.3.1	4229	4050	0	0
Solyc04g050935.1.1	429	250	0	0
Solyc03g111590.3.1	5298	5119	196	20.4126
Solyc01g086995.1.1	1995	1816	3.58978	1.05385
Solyc12g035420.2.1	567	388	5.14621	7.07102
Solyc11g007150.2.1	81	4.3003	0	0
Solyc09g064780.3.1	4672	4493	59	7.00071
Solyc04g025300.3.1	4164	3985	673.554	90.1095
Solyc11g021260.1.1	600	421	94.9679	120.26
Solyc02g072460.1.1	465	286	0.681633	1.27061
Solyc01g013910.1.1	126	6.66748	0	0
Solyc11g005230.1.1	1263	1084	1	0.49181
Solyc06g069697.1.1	1241	1062	4.68408	2.3514
Solyc05g052310.3.1	1303	1124	104	49.328
Solyc04g079750.3.1	895	716	9.18212	6.83686
Solyc10g081210.2.1	1643	1464	14	5.09816
Solyc12g041880.2.1	2844	2665	25.3493	5.07103
Solyc08g015635.1.1	681	502	0	0
Solyc02g081410.3.1	2248	2069	191	49.2152
Solyc03g114110.3.1	2833	2654	3	0.602625
Solyc09g074770.1.1	249	70.019	0	0
Solyc11g012150.2.1	2183	2004	318	84.5972
Solyc01g060284.1.1	594	415	0	0
Solyc04g071660.3.1	7598	7419	6	0.431154
Solyc09g005560.3.1	1680	1501	26	9.23463
Solyc02g087250.3.1	4587	4408	189	22.8585
Solyc09g055950.1.1	441	262	2	4.06963
Solyc07g006840.1.1	1452	1273	0	0
Solyc08g013670.3.1	787	608	84	73.655
Solyc12g049570.2.1	4462	4283	248	30.8696
Solyc10g079390.1.1	1089	910	0	0
Solyc10g084840.2.1	2049	1870	1	0.285092
Solyc01g067790.3.1	3987	3808	32	4.48002
Solyc03g044543.1.1	372	193	0	0
Solyc02g088230.3.1	5786	5607	38.3023	3.64185
Solyc08g061420.1.1	270	91.0003	0	0
Solyc06g054640.2.1	1988	1809	12	3.53647
Solyc06g082150.3.1	2018	1839	17	4.92826
Solyc07g022920.3.1	1934	1755	29	8.80943
Solyc12g055930.2.1	2404	2225	8	1.91684
Solyc03g007640.1.1	1080	901	0	0
Solyc01g099270.2.1	1560	1381	0	0
Solyc05g025980.2.1	333	154	0	0
Solyc12g010100.2.1	2907	2728	1	0.195426
Solyc01g065626.1.1	378	199	0	0
Solyc06g054145.1.1	945	766	7	4.87187
Solyc03g071870.1.1	519	340	5	7.84003
Solyc08g008290.3.1	1080	901	469	277.508
Solyc11g044365.1.1	387	208	0	0
Solyc11g042553.1.1	360	181	0	0
Solyc06g054130.1.1	339	160	0	0
Solyc09g008625.1.1	396	217	0	0
Solyc02g032310.1.1	660	481	0	0
Solyc10g084100.2.1	4498	4319	79	9.75148
Solyc02g083320.3.1	1266	1087	86.5009	42.4246
Solyc05g047590.3.1	1731	1552	6	2.06104
Solyc04g005160.2.1	1993	1814	159.693	46.9326
Solyc04g076525.1.1	3739	3560	4	0.599014
Solyc02g090420.2.1	1053	874	50	30.499
Solyc07g049430.3.1	1863	1684	0	0
Solyc05g046045.1.1	645	466	0	0
Solyc11g007190.1.1	213	36.0583	0	0
Solyc04g054820.3.1	1916	1737	40	12.2768
Solyc10g017787.1.1	546	367	0	0
Solyc07g017940.1.1	1770	1591	239	80.0856
Solyc02g064830.3.1	1901	1722	10	3.09595
Solyc07g040695.1.1	312	133	0	0
Solyc04g012100.2.1	7017	6838	13.6276	1.06247
Solyc04g080990.2.1	1748	1569	0	0
Solyc07g026785.1.1	693	514	0	0
Solyc08g078910.2.1	666	487	0	0
Solyc03g097290.3.1	2906	2727	790.356	154.513
Solyc04g005420.3.1	716	537	627	622.472
Solyc07g042760.1.1	1812	1633	9	2.93821
Solyc08g075240.3.1	2633	2454	19.2585	4.18383
Solyc03g044743.1.1	927	748	0	0
Solyc06g050170.3.1	2932	2753	55	10.6508
Solyc04g063300.2.1	2951	2772	3	0.576972
Solyc01g105530.3.1	310	131	1	4.06963
Solyc08g076915.1.1	687	508	1	1.04945
Solyc03g113100.3.1	1134	955	243	135.653
Solyc06g053653.1.1	1624	1445	84	30.9912
Solyc10g039395.1.1	312	133	0	0
Solyc01g008700.3.1	1345	1166	38	17.3745
Solyc04g049490.3.1	2626	2447	273	59.4779
Solyc02g043875.1.1	615	436	0	0
Solyc11g071320.2.1	870	691	52	40.1192
Solyc10g054780.2.1	1302	1123	14	6.64622
Solyc05g046180.1.1	231	52.2911	0	0
Solyc05g049950.3.1	1385	1206	183	80.8966
Solyc10g008790.3.1	1967	1788	47	14.0138
Solyc02g086010.2.1	5586	5407	0	0
Solyc01g079990.2.1	900	721	0	0
Solyc05g012690.3.1	1734	1555	34	11.6567
Solyc03g114430.1.1	330	151	0	0
Solyc09g072820.3.1	7184	7005	14	1.06548
Solyc03g062830.3.1	1337	1158	45	20.7172
Solyc06g082690.1.1	198	25.324	0	0
Solyc12g008530.2.1	1609	1430	0	0
Solyc02g071110.3.1	1459	1280	8	3.33201
Solyc06g071000.3.1	2155	1976	124	33.455
Solyc04g076153.1.1	3022	2843	0	0
Solyc01g010415.1.1	693	514	0	0
Solyc01g010740.3.1	1685	1506	0	0
Solyc09g007830.3.1	1185	1006	0	0
Solyc02g082050.3.1	4276	4097	15	1.95187
Solyc02g081530.1.1	1224	1045	14	7.14231
Solyc09g007445.1.1	672	493	19	20.5463
Solyc01g049810.3.1	1527	1348	0	0
Solyc01g107810.3.1	2856	2677	95	18.9192
Solyc03g097900.3.1	1284	1105	1084.2	523.087
Solyc10g017890.1.1	945	766	3	2.08795
Solyc05g021530.2.1	759	580	0	0
Solyc03g117547.1.1	2181	2002	7	1.86406
Solyc04g049250.1.1	300	121	0	0
Solyc10g076860.2.1	1230	1051	22	11.1595
Solyc08g080900.3.1	1090	911	177.747	104.019
Solyc04g025585.1.1	639	460	0	0
Solyc11g013180.2.1	3325	3146	95	16.0987
Solyc09g076000.3.1	2805	2626	104	21.1137
Solyc09g008140.3.1	888	709	71.8086	53.9954
Solyc05g015617.1.1	540	361	0	0
Solyc03g025760.3.1	4086	3907	6	0.818718
Solyc03g013080.1.1	162	11.5236	0	0
Solyc02g070850.1.1	129	6.9214	0	0
Solyc03g005320.3.1	1735	1556	17.1268	5.86806
Solyc06g060130.3.1	1971	1792	55.1247	16.3997
Solyc10g039397.1.1	828	649	0	0
Solyc01g014143.1.1	1106	927	3	1.72531
Solyc07g064750.1.1	732	553	0	0
Solyc04g049491.1.1	600	421	0	0
Solyc12g099490.2.1	851	672	193	153.114
Solyc10g006423.1.1	793	614	0	0
Solyc04g074570.1.1	171	13.7365	0	0
Solyc06g053210.3.1	2085	1906	25.8601	7.23326
Solyc01g073820.3.1	948	769	0	0
Solyc01g109760.2.1	1413	1234	4	1.72811
Solyc06g030654.1.1	325	146	0	0
Solyc10g049630.2.1	1599	1420	232	87.1016
Solyc12g044653.1.1	1251	1072	0	0
Solyc03g113950.3.1	1649	1470	9	3.26401
Solyc06g076770.3.1	3078	2899	241	44.3196
Solyc01g087640.3.1	1146	967	14.1576	7.80529
Solyc05g005290.3.1	2242	2063	4	1.03368
Solyc07g019570.1.1	486	307	0	0
Solyc01g105970.3.1	3424	3245	359	58.9802
Solyc06g035960.3.1	5154	4975	184.818	19.8051
Solyc06g035455.1.1	1114	935	0	0
Solyc10g038125.1.1	615	436	0	0
Solyc11g042630.2.1	930	751	0	0
Solyc08g006980.3.1	2597	2418	341	75.1839
Solyc06g083010.1.1	162	11.5236	0	0
Solyc08g063123.1.1	417	238	0	0
Solyc12g040750.1.1	597	418	1.61058	2.05415
Solyc04g056493.1.1	432	253	0	0
Solyc11g066380.2.1	2599	2420	18	3.96537
Solyc12g017250.2.1	749	570	555	519.093
Solyc12g008980.2.1	2657	2478	213	45.8253
Solyc12g008990.2.1	2771	2592	24	4.93632
Solyc03g025100.1.1	171	13.7365	0	0
Solyc01g005310.3.1	4642	4463	207.313	24.7643
Solyc04g008600.3.1	1160	981	0	0
Solyc11g008610.2.1	1814	1635	32	10.4342
Solyc02g075630.2.1	2819	2640	114	23.0212
Solyc04g054205.1.1	1346	1167	0	0
Solyc03g098000.3.1	2173	1994	306	81.8131
Solyc08g043190.1.1	171	13.7365	0	0
Solyc04g071030.1.1	1284	1105	40	19.2985
Solyc06g075820.1.1	504	325	0	0
Solyc06g073020.3.1	3046	2867	30.0601	5.58972
Solyc07g062230.3.1	3863	3684	0	0
Solyc02g062590.3.1	1303	1124	2	0.948616
Solyc06g060160.2.1	7471	7292	0	0
Solyc03g025255.1.1	726	547	0	0
Solyc03g026170.3.1	2194	2015	193	51.0633
Solyc12g100000.2.1	2384	2205	30	7.25336
Solyc09g098550.3.1	1869	1690	164	51.7349
Solyc12g098630.2.1	4433	4254	27	3.38371
Solyc11g006230.2.1	1942	1763	14	4.23353
Solyc11g008150.2.1	5185	5006	731	77.849
Solyc03g044110.2.1	3905	3726	0	0
Solyc09g031920.1.1	603	424	44	55.324
Solyc03g112920.1.1	531	352	0	0
Solyc03g034202.1.1	684	505	0	0
Solyc01g057858.1.1	606	427	0	0
Solyc04g014260.2.1	1055	876	0	0
Solyc01g010085.1.1	307	128	0	0
Solyc06g076900.3.1	2235	2056	2	0.518601
Solyc01g058540.3.1	2980	2801	0	0
Solyc07g054950.2.1	1497	1318	0	0
Solyc11g005710.2.1	2765	2586	0	0
Solyc07g007230.3.1	1384	1205	387.98	171.652
Solyc12g099010.2.1	5598	5419	124	12.1991
Solyc01g012730.1.1	210	33.6633	0	0
Solyc03g006860.3.1	1386	1207	33	14.5758
Solyc03g078280.2.1	1398	1219	107.885	47.1828
Solyc02g083200.3.1	657	478	172.554	192.452
Solyc06g008640.2.1	601	422	0	0
Solyc12g062510.1.1	432	253	0	0
Solyc03g119490.3.1	1065	886	10	6.01718
Solyc11g012375.1.1	381	202	0	0
Solyc02g031867.1.1	1119	940	0	0
Solyc09g014240.3.1	2132	1953	0	0
Solyc11g042420.2.1	676	497	0	0
Solyc02g081640.3.1	3877	3698	172	24.7964
Solyc09g065950.3.1	1278	1099	106.237	51.5351
Solyc10g085150.2.1	1825	1646	21	6.80168
Solyc01g011220.2.1	471	292	2	3.65152
Solyc02g021330.1.1	462	283	0	0
Solyc03g114890.3.1	1369	1190	3.72972	1.67092
Solyc04g080500.3.1	2759	2580	0	0
Solyc06g065700.3.1	2645	2466	245	52.9663
Solyc10g049660.2.1	2101	1922	0	0
Solyc01g086893.1.1	270	91.0003	0	0
Solyc02g087900.3.1	2825	2646	301	60.6462
Solyc12g009700.2.1	1010	831	0	0
Solyc11g027810.2.1	1103	924	14	8.07761
Solyc04g015580.3.1	3818	3639	19	2.78355
Solyc06g076960.2.1	634	455	23.8428	27.9365
Solyc02g090265.1.1	597	418	5	6.37706
Solyc09g007590.1.1	210	33.6633	0	0
Solyc01g098790.2.1	4512	4333	42.2812	5.20218
Solyc01g110120.3.1	5013	4834	2109.54	232.652
Solyc05g008780.3.1	5866	5687	346	32.4354
Solyc08g066600.3.1	3665	3486	51	7.79955
Solyc12g014260.1.1	618	439	0	0
Solyc10g081780.2.1	396	217	0	0
Solyc11g045645.1.1	201	27.2129	0	0
Solyc04g010300.3.1	1613	1434	6	2.23064
Solyc10g006130.1.1	666	487	43	47.0724
Solyc04g005255.1.1	4513	4334	1025	126.084
Solyc03g025490.3.1	2135	1956	0	0
Solyc05g015270.1.1	585	406	0	0
Solyc01g014990.2.1	285	106	6	30.1767
Solyc02g089910.1.1	153	9.8295	0	0
Solyc10g085110.2.1	1161	982	0	0
Solyc10g074710.2.1	2116	1937	112	30.8259
Solyc09g010350.3.1	2461	2282	65.103	15.2094
Solyc01g017270.1.1	189	20.4424	0	0
Solyc04g025480.2.1	1425	1246	0	0
Solyc04g049135.1.1	1049	870	11	6.74062
Solyc06g052030.3.1	3925	3746	111.588	15.8809
Solyc03g083960.3.1	2211	2032	0	0
Solyc02g050290.1.1	330	151	0	0
Solyc09g005940.3.1	1825	1646	0	0
Solyc08g083505.1.1	1853	1674	1	0.318472
Solyc01g096250.2.1	1224	1045	2	1.02033
Solyc07g052060.2.1	1142	963	1	0.553606
Solyc03g063760.3.1	2725	2546	122	25.5463
Solyc01g094660.3.1	5931	5752	174	16.1271
Solyc09g009310.1.1	1158	979	0	0
Solyc05g013060.3.1	1063	884	67	40.4063
Solyc09g061460.2.1	837	658	5	4.05108
Solyc07g053225.1.1	819	640	0	0
Solyc04g012105.1.1	342	163	0	0
Solyc07g064020.3.1	891	712	1	0.748767
Solyc02g091660.3.1	4278	4099	152.622	19.8503
Solyc06g076600.2.1	6816	6637	80	6.42606
Solyc04g015200.3.1	2304	2125	59	14.802
Solyc09g082820.3.1	1430	1251	0	0
Solyc08g081060.3.1	3819	3640	45	6.5908
Solyc04g005227.1.1	528	349	0	0
Solyc09g031850.1.1	276	97.0001	0	0
Solyc02g086100.3.1	2371	2192	121.818	29.6277
Solyc11g012090.2.1	2060	1881	5	1.41712
Solyc11g006490.2.1	4829	4650	5.51395	0.632174
Solyc08g006885.1.1	336	157	0	0
Solyc12g097060.1.1	675	496	8.86047	9.52362
Solyc01g098800.3.1	2480	2301	20.7188	4.80037
Solyc01g098540.3.1	1900	1721	0	0
Solyc01g111850.3.1	1684	1505	0	0
Solyc09g011230.3.1	1251	1072	32.3443	16.0853
Solyc03g111840.3.1	5835	5656	443.113	41.7669
Solyc08g074390.3.1	3214	3035	31	5.4454
Solyc04g080460.3.1	1941	1762	93	28.1387
Solyc08g066120.3.1	3310	3131	116.633	19.8594
Solyc04g080100.3.1	2113	1934	17	4.68618
Solyc10g008110.3.1	3146	2967	1201	215.8
Solyc09g061590.1.1	300	121	0	0
Solyc10g062050.1.1	240	61.0822	0	0
Solyc08g060840.1.1	2481	2302	89	20.6116
Solyc10g008360.2.1	783	604	0	0
Solyc07g065710.3.1	3289	3110	165.507	28.3716
Solyc02g069080.3.1	3676	3497	724.495	110.45
Solyc08g044480.1.1	420	241	0	0
Solyc04g064610.3.1	2786	2607	683	139.671
Solyc03g077900.1.1	171	13.7365	0	0
Solyc01g081545.1.1	2723	2544	1	0.209561
Solyc02g068310.3.1	3802	3623	175.147	25.7728
Solyc10g050760.1.1	381	202	0	0
Solyc06g048570.3.1	1261	1082	50	24.636
Solyc12g056400.2.1	1578	1399	27	10.289
Solyc10g084610.2.1	985	806	2	1.32288
Solyc01g010240.3.1	1587	1408	0	0
Solyc12g044890.2.1	2651	2472	11.4256	2.46409
Solyc07g063500.3.1	2986	2807	9.33737	1.77341
Solyc09g090480.2.1	3426	3247	2	0.328378
Solyc02g071140.3.1	1848	1669	62	19.8044
Solyc07g064370.1.1	1578	1399	0	0
Solyc08g044590.1.1	225	46.6066	0	0
Solyc12g099790.2.1	2860	2681	30	5.96556
Solyc09g009985.1.1	1576	1397	36.501	13.9295
Solyc01g091710.3.1	1783	1604	63	20.9393
Solyc10g076290.2.1	2868	2689	10	1.9826
Solyc09g090180.1.1	627	448	0	0
Solyc03g114580.3.1	4151	3972	88	11.8114
Solyc05g007690.2.1	1619	1440	0	0
Solyc12g099240.2.1	582	403	98.7899	130.688
Solyc08g042090.1.1	246	67.0317	0	0
Solyc02g021000.3.1	1084	905	34	20.0289
Solyc11g018747.1.1	1892	1713	17.4212	5.42183
Solyc07g061910.1.1	300	121	0	0
Solyc10g011670.3.1	1680	1501	375	133.192
Solyc12g044610.2.1	1824	1645	22	7.1299
Solyc11g020478.1.1	387	208	0	0
Solyc07g065440.3.1	4791	4612	7.08666	0.81918
Solyc04g071770.3.1	1457	1278	208	86.7679
Solyc10g011947.1.1	300	121	0	0
Solyc05g041850.1.1	318	139	0	0
Solyc01g080140.3.1	1528	1349	37	14.6223
Solyc05g005870.3.1	1749	1570	0	0
Solyc09g005134.1.1	528	349	0	0
Solyc10g018150.2.1	1630	1451	0	0
Solyc06g007250.3.1	1702	1523	65	22.7531
Solyc01g010590.2.1	1029	850	112	70.2467
Solyc12g096440.1.1	786	607	0	0
Solyc08g007060.3.1	3355	3176	10.7946	1.81197
Solyc12g089360.2.1	1839	1660	0	0
Solyc07g062870.3.1	825	646	64	52.8171
Solyc06g063120.3.1	2888	2709	28	5.51031
Solyc07g006430.1.1	1422	1243	0	0
Solyc01g080950.3.1	553	374	0	0
Solyc10g007300.2.1	670	491	0	0
Solyc03g096110.2.1	434	255	2.05725	4.30105
Solyc05g018650.3.1	1749	1570	232	78.7798
Solyc12g041875.1.1	633	454	0	0
Solyc01g097020.3.1	1385	1206	133	58.7937
Solyc07g041245.1.1	467	288	0	0
Solyc07g021410.1.1	1071	892	0	0
Solyc07g021467.1.1	655	476	0	0
Solyc08g083200.3.1	534	355	17	25.5298
Solyc11g006250.2.1	1460	1281	1	0.416177
Solyc03g044830.3.1	2214	2035	0	0
Solyc12g040800.2.1	1700	1521	139	48.7206
Solyc08g061430.1.1	393	214	0	0
Solyc03g046515.1.1	1368	1189	0	0
Solyc03g098210.3.1	3613	3434	127	19.7165
Solyc05g017915.1.1	387	208	0	0
Solyc07g032140.2.1	921	742	0	0
Solyc04g072703.1.1	2152	1973	0	0
Solyc07g018023.1.1	309	130	0	0
Solyc01g107610.3.1	647	468	14	15.9481
Solyc06g072455.1.1	519	340	0	0
Solyc05g015658.1.1	966	787	0	0
Solyc03g114750.3.1	2054	1875	0	0
Solyc01g020285.1.1	486	307	3	5.20966
Solyc12g006490.2.1	1528	1349	46	18.1791
Solyc09g065490.2.1	2780	2601	0	0
Solyc03g116795.1.1	348	169	0	0
Solyc02g055505.1.1	387	208	0	0
Solyc03g112080.1.1	960	781	1.70093	1.16108
Solyc11g019890.2.1	774	595	0	0
Solyc05g021480.1.1	615	436	0	0
Solyc04g008200.3.1	4354	4175	1	0.127694
Solyc01g102620.2.1	243	64.0516	0	0
Solyc09g092415.1.1	329	150	0	0
Solyc02g090000.3.1	2534	2355	8	1.81103
Solyc02g081940.3.1	3030	2851	122	22.8134
Solyc12g049410.2.1	3373	3194	225	37.5556
Solyc06g053380.3.1	1127	948	1	0.562365
Solyc01g009370.2.1	2059	1880	0	0
Solyc02g067810.1.1	315	136	0	0
Solyc03g118080.3.1	1596	1417	0	0
Solyc08g065160.3.1	1663	1484	68	24.4288
Solyc05g009320.3.1	825	646	1	0.825266
Solyc06g061230.3.1	719	540	2	1.97453
Solyc08g048290.3.1	2081	1902	435	121.929
Solyc08g079810.3.1	2946	2767	59	11.3676
Solyc04g005920.1.1	870	691	8	6.17218
Solyc02g084660.3.1	1082	903	26	15.3501
Solyc11g042740.2.1	1711	1532	0	0
Solyc01g068267.1.1	1984	1805	4	1.18143
Solyc05g026265.1.1	465	286	0	0
Solyc12g040330.1.1	393	214	100	249.122
Solyc02g079255.1.1	312	133	0	0
Solyc02g030530.1.1	858	679	0	0
Solyc04g079400.3.1	2757	2578	31.6382	6.54269
Solyc01g010710.3.1	503	324	0	0
Solyc11g030470.1.1	207	31.3862	0	0
Solyc09g010810.3.1	2608	2429	11	2.4143
Solyc05g054970.3.1	2758	2579	443.926	91.7669
Solyc09g075540.1.1	1959	1780	0	0
Solyc10g086400.2.1	1473	1294	798	328.772
Solyc01g098170.3.1	4593	4414	123	14.8559
Solyc06g054680.1.1	543	364	0	0
Solyc11g065070.2.1	1862	1683	182	57.6519
Solyc09g031810.2.1	666	487	6	6.56824
Solyc01g057253.1.1	430	251	0	0
Solyc03g007140.3.1	1579	1400	331	126.045
Solyc07g061960.3.1	1782	1603	88	29.2668
Solyc01g098350.3.1	4561	4382	208.23	25.3337
Solyc04g053090.2.1	540	361	0	0
Solyc04g078970.2.1	3597	3418	61	9.51447
Solyc01g008510.3.1	348	169	2	6.30914
Solyc08g023280.3.1	3377	3198	3	0.500115
Solyc01g028980.1.1	801	622	0	0
Solyc01g006910.3.1	546	367	0	0
Solyc10g006700.1.1	369	190	7.1761	20.1355
Solyc03g111230.3.1	997	818	802	522.694
Solyc10g005140.1.1	1929	1750	0	0
Solyc09g015880.3.1	2250	2071	77	19.8215
Solyc11g028187.1.1	312	133	0	0
Solyc02g086130.3.1	3525	3346	59	9.40054
Solyc06g065210.3.1	1656	1477	95	34.2902
Solyc02g068040.3.1	3180	3001	381	67.6839
Solyc10g006320.3.1	1079	900	36	21.3249
Solyc05g015320.3.1	4424	4245	2.12835	0.267296
Solyc06g073280.3.1	1556	1377	209	80.9169
Solyc02g085230.3.1	3864	3685	56	8.10172
Solyc12g039050.2.1	829	650	1.37055	1.12411
Solyc09g090700.1.1	1569	1390	362	138.842
Solyc01g098680.2.1	2911	2732	12.4457	2.42865
Solyc11g067290.1.1	1284	1105	0	0
Solyc12g008590.2.1	828	649	463	380.332
Solyc07g006930.1.1	1542	1363	0	0
Solyc01g109500.3.1	1429	1250	3	1.27949
Solyc11g068465.1.1	204	29.2345	0	0
Solyc03g118830.3.1	3353	3174	62.3574	10.4739
Solyc03g083330.3.1	2928	2749	171	33.1626
Solyc09g082690.3.1	8961	8782	42.0962	2.5555
Solyc09g064425.1.1	609	430	0	0
Solyc10g007030.2.1	2005	1826	20	5.83923
Solyc02g083310.3.1	1909	1730	23	7.08775
Solyc12g016210.2.1	1361	1182	7	3.15724
Solyc11g072810.2.1	9982	9803	321.79	17.5001
Solyc04g054950.3.1	1040	861	40	24.7676
Solyc04g080900.3.1	2398	2219	24	5.76608
Solyc11g067055.1.1	291	112	6.48854	30.8856
Solyc03g119980.3.1	1085	906	74	43.5442
Solyc07g066120.3.1	5842	5663	134.594	12.6709
Solyc01g020430.1.1	183	17.7996	0	0
Solyc07g049770.1.1	660	481	0	0
Solyc01g095970.3.1	2636	2457	48	10.4151
Solyc12g077690.1.1	174	14.6185	0	0
Solyc01g096270.3.1	1097	918	425	246.816
Solyc11g013290.2.1	3283	3104	68.2658	11.7249
Solyc08g078610.3.1	2361	2182	359	87.7135
Solyc09g065690.3.1	1879	1700	53	16.6209
Solyc02g072370.2.1	4110	3931	0	0
Solyc01g014620.1.1	375	196	0	0
Solyc03g063090.1.1	210	33.6633	0	0
Solyc08g006920.2.1	1071	892	0	0
Solyc06g072290.3.1	1211	1032	0	0
Solyc03g026250.2.1	1731	1552	19	6.52662
Solyc07g062110.3.1	1159	980	85	46.2402
Solyc07g053930.1.1	516	337	2	3.16393
Solyc09g091640.1.1	210	33.6633	0	0
Solyc04g005290.3.1	1907	1728	47	14.5004
Solyc10g009060.1.1	969	790	38	25.6438
Solyc10g006830.3.1	809	630	14	11.8472
Solyc12g062590.2.1	1338	1159	0	0
Solyc07g016055.1.1	189	20.4424	0	0
Solyc09g008040.3.1	2033	1854	46	13.2274
Solyc08g081760.2.1	2326	2147	425	105.532
Solyc04g007190.3.1	702	523	0	0
Solyc06g071297.1.1	354	175	0	0
Solyc04g064820.3.1	3078	2899	90	16.5509
Solyc05g054440.3.1	1783	1604	2	0.664741
Solyc01g016630.1.1	474	295	0	0
Solyc08g068690.1.1	723	544	31.5731	30.9418
Solyc03g114270.1.1	633	454	0	0
Solyc06g050715.1.1	1314	1135	0	0
Solyc12g062710.1.1	378	199	0	0
Solyc07g009270.1.1	327	148	0	0
Solyc03g093470.3.1	1304	1125	16	7.58218
Solyc10g006300.3.1	1244	1065	20	10.0117
Solyc03g116847.1.1	4437	4258	0	0
Solyc05g053090.2.1	2866	2687	85.0166	16.868
Solyc04g082810.3.1	9192	9013	36.5674	2.16298
Solyc03g034000.3.1	1209	1030	0	0
Solyc07g063180.3.1	1773	1594	0	0
Solyc01g101100.3.1	3123	2944	79	14.3059
Solyc12g010750.2.1	1049	870	7	4.28949
Solyc07g062130.3.1	2980	2801	194.601	37.039
Solyc03g006715.1.1	1209	1030	0	0
Solyc05g014652.1.1	2509	2330	0	0
Solyc03g118780.3.1	1344	1165	2	0.915231
Solyc02g081380.3.1	1236	1057	9	4.53936
Solyc05g025923.1.1	312	133	0	0
Solyc10g050083.1.1	744	565	0	0
Solyc12g039040.1.1	225	46.6066	0	0
Solyc06g051160.3.1	1039	860	24	14.8778
Solyc04g009290.2.1	1614	1435	3.08686	1.14681
Solyc10g047930.2.1	1017	838	121	76.9783
Solyc01g105020.3.1	3980	3801	65	9.11679
Solyc02g087580.3.1	3780	3601	6	0.88829
Solyc01g065570.2.1	1023	844	0	0
Solyc04g009145.1.1	3332	3153	26.2288	4.43487
Solyc02g062630.1.1	1848	1669	0	0
Solyc03g121010.3.1	6032	5853	82.7262	7.53514
Solyc08g067740.3.1	3463	3284	5	0.811696
Solyc12g035400.2.1	1329	1150	0	0
Solyc09g072690.1.1	1707	1528	0	0
Solyc07g017823.1.1	1694	1515	1	0.351896
Solyc11g022490.1.1	702	523	0	0
Solyc10g018145.1.1	540	361	0	0
Solyc03g097380.3.1	935	756	11	7.75707
Solyc04g081235.1.1	4451	4272	184	22.9622
Solyc04g051097.1.1	1338	1159	0	0
Solyc06g011580.1.1	282	103	0	0
Solyc12g010770.1.1	240	61.0822	0	0
Solyc04g009050.3.1	2954	2775	20	3.84232
Solyc07g042460.2.1	7361	7182	3.16434	0.23489
Solyc08g077680.3.1	2938	2759	242	46.7617
Solyc06g031670.2.1	1587	1408	0	0
Solyc03g051660.2.1	327	148	0	0
Solyc03g097500.3.1	1778	1599	13	4.33433
Solyc01g106310.3.1	480	301	1	1.77117
Solyc01g103620.3.1	1625	1446	3	1.10606
Solyc11g017200.2.1	1426	1247	72	30.7817
Solyc08g065220.3.1	3802	3623	649	95.4999
Solyc01g105080.2.1	2029	1850	0	0
Solyc03g096920.3.1	4169	3990	303	40.4852
Solyc10g024460.1.1	333	154	0	0
Solyc12g014060.2.1	1526	1347	133	52.6394
Solyc02g083800.3.1	733	554	14	13.4724
Solyc07g007960.3.1	2136	1957	164	44.6766
Solyc04g081370.2.1	1572	1393	3	1.14815
Solyc06g074000.1.1	1386	1207	1	0.441692
Solyc06g007810.1.1	807	628	0	0
Solyc07g056170.3.1	3585	3406	9	1.40872
Solyc09g010720.3.1	3450	3271	0	0
Solyc02g050200.2.1	4780	4601	22	2.54916
Solyc12g096570.1.1	357	178	5	14.9753
Solyc04g051125.1.1	351	172	0	0
Solyc08g074670.3.1	1010	831	3	1.92463
Solyc01g016455.1.1	1040	861	1	0.619189
Solyc02g065680.3.1	2323	2144	222	55.202
Solyc03g078403.1.1	375	196	2	5.44002
Solyc08g008170.3.1	3273	3094	140	24.1232
Solyc02g079190.3.1	3505	3326	487	78.0609
Solyc01g110870.3.1	303	124	0	0
Solyc09g011550.3.1	1905	1726	18.5297	5.7234
Solyc11g042620.2.1	1127	948	40	22.4946
Solyc11g050770.1.1	246	67.0317	4	31.8131
Solyc09g065525.1.1	1125	946	24.6853	13.9115
Solyc11g020540.1.1	204	29.2345	0	0
Solyc08g075560.1.1	102	5.14791	0	0
Solyc09g090500.3.1	1683	1504	23.6115	8.36955
Solyc02g078270.3.1	1519	1340	85.8126	34.1408
Solyc09g098060.3.1	3303	3124	0	0
Solyc12g013895.1.1	366	187	0	0
Solyc03g081190.1.1	252	73.0112	0	0
Solyc01g066200.1.1	270	91.0003	0	0
Solyc05g053270.1.1	216	38.5618	0	0
Solyc01g008280.3.1	1355	1176	48	21.7601
Solyc09g018020.3.1	1339	1160	0	0
Solyc05g032732.1.1	429	250	0	0
Solyc11g044680.2.1	818	639	26.6494	22.2338
Solyc05g012440.3.1	1451	1272	54	22.6325
Solyc05g055410.2.1	1970	1791	0	0
Solyc08g016740.1.1	165	12.1958	0	0
Solyc02g089340.3.1	4153	3974	82	11.0005
Solyc03g114240.3.1	1863	1684	0	0
Solyc11g005320.1.1	660	481	0	0
