target_id	length	eff_length	est_counts	tpm
Solyc12g019320.2.1	1839	1660	9	2.89042
Solyc11g011080.2.1	3306	3127	13	2.21637
Solyc08g059653.1.1	453	274	0	0
Solyc10g047827.1.1	255	76.0064	0	0
Solyc10g045157.1.1	1020	841	0	0
Solyc04g082090.3.1	2027	1848	241	69.5251
Solyc09g008030.1.1	606	427	5	6.24265
Solyc02g085550.2.1	765	586	0	0
Solyc02g091190.3.1	1369	1190	151	67.6483
Solyc04g072760.3.1	2941	2762	3	0.579061
Solyc08g021790.1.1	705	526	0	0
Solyc10g075100.2.1	473	294	150	272.001
Solyc10g012000.1.1	555	376	0	0
Solyc04g052890.2.1	456	277	0	0
Solyc01g056695.1.1	708	529	0	0
Solyc11g010950.2.1	1495	1316	51	20.6605
Solyc05g055970.3.1	1238	1059	4	2.01368
Solyc06g007220.3.1	430	251	11.2441	23.8824
Solyc10g018270.1.1	411	232	0	0
Solyc07g007150.1.1	417	238	4	8.96004
Solyc11g011548.1.1	2058	1879	17	4.82335
Solyc01g067215.1.1	522	343	5.71975	8.89017
Solyc11g008740.2.1	5646	5467	272.593	26.5823
Solyc09g042600.1.1	150	9.35544	0	0
Solyc07g043310.3.1	2200	2021	317	83.6218
Solyc06g036030.2.1	396	217	4	9.82714
Solyc07g052820.1.1	213	36.0583	0	0
Solyc04g005370.3.1	3027	2848	0	0
Solyc01g067680.3.1	1940	1761	240	72.6572
Solyc10g083500.2.1	3637	3458	5	0.770853
Solyc02g083640.3.1	1783	1604	0	0
Solyc02g092200.3.1	618	439	0	0
Solyc04g078890.3.1	1267	1088	15	7.35003
Solyc01g086755.1.1	432	253	0	0
Solyc06g082290.3.1	1163	984	15	8.12686
Solyc09g059992.1.1	324	145	0	0
Solyc04g024650.2.1	210	33.6633	0	0
Solyc03g097720.3.1	851	672	0	0
Solyc01g097800.3.1	1452	1273	57	23.8711
Solyc03g025710.3.1	1212	1033	1	0.516091
Solyc12g094430.1.1	666	487	139	152.164
Solyc01g096630.3.1	1183	1004	6	3.18599
Solyc10g005450.2.1	2917	2738	3	0.584137
Solyc06g075340.3.1	3579	3400	424	66.4835
Solyc01g060282.1.1	297	118	0	0
Solyc03g078830.1.1	1320	1141	0	0
Solyc02g089920.2.1	3648	3469	52	7.99145
Solyc02g070000.3.1	5757	5578	31.7943	3.03877
Solyc10g019000.2.1	1455	1276	6	2.50684
Solyc12g040500.2.1	1764	1585	30	10.0906
Solyc11g008090.2.1	3032	2853	29	5.41905
Solyc10g084010.1.1	354	175	0	0
Solyc08g028815.1.1	564	385	0	0
Solyc11g017073.1.1	612	433	0	0
Solyc08g015820.1.1	300	121	0	0
Solyc11g007440.1.1	189	20.4424	0	0
Solyc05g052360.2.1	5524	5345	14	1.39639
Solyc03g121500.3.1	837	658	81	65.6275
Solyc11g066620.2.1	5213	5034	194.612	20.6102
Solyc02g011840.1.1	423	244	160	349.588
Solyc12g010655.1.1	576	397	0	0
Solyc07g053760.3.1	1877	1698	28	8.79118
Solyc01g100240.3.1	2778	2599	38	7.79478
Solyc06g048600.3.1	1116	937	0	0
Solyc11g020345.1.1	892	713	0	0
Solyc08g061090.3.1	1837	1658	213	68.4892
Solyc02g021362.1.1	450	271	0	0
Solyc04g006960.3.1	2633	2454	0	0
Solyc11g066260.2.1	2421	2242	43	10.2249
Solyc02g030230.3.1	1969	1790	22	6.55234
Solyc01g098550.3.1	1443	1264	79	33.3201
Solyc03g118630.3.1	1071	892	0	0
Solyc12g044950.2.1	1035	856	232	144.491
Solyc09g061550.2.1	246	67.0317	0	0
Solyc06g050810.3.1	2035	1856	46	13.2132
Solyc03g033610.1.1	3387	3208	14	2.32659
Solyc01g057003.1.1	318	139	0	0
Solyc06g083190.3.1	2292	2113	1076	271.481
Solyc08g029000.3.1	2947	2768	95	18.2972
Solyc06g074590.2.1	273	94.0001	18.9963	107.738
Solyc04g071803.1.1	912	733	0	0
Solyc05g050930.2.1	1419	1240	53	22.7867
Solyc08g079900.2.1	13797	13618	40.0766	1.56893
Solyc03g078500.3.1	1886	1707	0	0
Solyc05g005500.1.1	168	12.9312	0	0
Solyc11g069280.2.1	1647	1468	0	0
Solyc06g072530.3.1	765	586	0	0
Solyc01g008160.3.1	462	283	79	148.822
Solyc04g010240.3.1	1067	888	144.659	86.8481
Solyc05g007480.1.1	1362	1183	1	0.450653
Solyc04g026053.1.1	357	178	0	0
Solyc11g017400.2.1	2816	2637	9	1.81953
Solyc05g020040.1.1	498	319	0	0
Solyc11g008775.1.1	375	196	0	0
Solyc12g033020.1.1	381	202	1	2.63922
Solyc03g116380.3.1	2053	1874	209	59.4571
Solyc07g005710.3.1	603	424	16	20.1178
Solyc09g009560.2.1	1033	854	0	0
Solyc09g055810.1.1	240	61.0822	5	43.6397
Solyc03g059240.1.1	156	10.3458	0	0
Solyc02g082280.3.1	4517	4338	162	19.9091
Solyc05g032770.3.1	1213	1034	77	39.7006
Solyc10g053900.2.1	2690	2511	0	0
Solyc11g008520.2.1	8810	8631	142.972	8.83114
Solyc07g055145.1.1	510	331	1	1.61064
Solyc04g049690.3.1	1215	1036	69	35.5072
Solyc01g079670.2.1	684	505	0	0
Solyc12g009810.2.1	798	619	58	49.9533
Solyc06g082570.2.1	2223	2044	7	1.82576
Solyc05g012400.3.1	590	411	19	24.6455
Solyc05g052890.3.1	952	773	0	0
Solyc04g081410.3.1	1005	826	106	68.4152
Solyc04g054200.3.1	3658	3479	19	2.91156
Solyc04g056380.3.1	1428	1249	4	1.70736
Solyc06g053910.3.1	1794	1615	346	114.217
Solyc08g005050.3.1	1833	1654	85	27.3974
Solyc10g049910.2.1	375	196	3.27724	8.91413
Solyc03g063057.1.1	625	446	14	16.7348
Solyc11g021310.1.1	1182	1003	22.5821	12.003
Solyc01g066205.1.1	1314	1135	0	0
Solyc03g063260.3.1	271	92.0002	0	0
Solyc12g009280.2.1	1180	1001	0	0
Solyc07g064810.3.1	2196	2017	22	5.81492
Solyc12g005690.1.1	393	214	0	0
Solyc09g064947.1.1	453	274	0	0
Solyc03g093630.2.1	1800	1621	5	1.64442
Solyc12g062290.2.1	2396	2217	71	17.0734
Solyc09g072670.3.1	1359	1180	27	12.1986
Solyc12g038910.1.1	159	10.9088	0	0
Solyc01g068480.3.1	5558	5379	456	45.195
Solyc03g005195.1.1	453	274	26.9945	52.5233
Solyc10g005955.1.1	237	58.1281	0	0
Solyc02g069780.3.1	3485	3306	96	15.4809
Solyc06g067950.3.1	3000	2821	10.052	1.89965
Solyc01g104080.3.1	1441	1262	59	24.9241
Solyc02g089890.3.1	2592	2413	14	3.09312
Solyc07g041020.3.1	3709	3530	55.8275	8.43141
Solyc12g044733.1.1	1104	925	2	1.1527
Solyc10g024410.2.1	1584	1405	70	26.5612
Solyc05g055870.3.1	1522	1343	162	64.3081
Solyc08g077550.3.1	1273	1094	24	11.6955
Solyc06g062305.1.1	465	286	0	0
Solyc04g014550.3.1	2613	2434	0	0
Solyc12g049300.2.1	2071	1892	0	0
Solyc10g038030.2.1	531	352	3.35904	5.08744
Solyc03g097850.1.1	2532	2353	17	3.85171
Solyc09g011640.3.1	1600	1421	40.0032	15.0082
Solyc02g023940.2.1	1518	1339	0	0
Solyc01g010850.1.1	279	100	0	0
Solyc12g027480.1.1	276	97.0001	0	0
Solyc11g005170.2.1	2326	2147	2565	636.916
Solyc02g005350.3.1	2188	2009	113	29.9865
Solyc01g005980.3.1	1485	1306	32	13.0627
Solyc12g035522.1.1	483	304	0	0
Solyc11g032205.1.1	33	3.16742	0	0
Solyc08g013930.3.1	1215	1036	0	0
Solyc02g075620.3.1	1059	880	0	0
Solyc03g097510.1.1	477	298	0	0
Solyc06g050990.3.1	2061	1882	92	26.0612
Solyc04g078080.1.1	564	385	0	0
Solyc04g063410.1.1	345	166	0	0
Solyc04g081940.3.1	872	693	10	7.69296
Solyc09g098450.3.1	2500	2321	79	18.1459
Solyc01g106120.3.1	1465	1286	2	0.829117
Solyc01g105355.1.1	216	38.5618	0	0
Solyc08g015632.1.1	351	172	0	0
Solyc12g088540.2.1	1138	959	0	0
Solyc05g026423.1.1	360	181	0	0
Solyc10g017790.1.1	345	166	0	0
Solyc01g091210.3.1	1191	1012	529	278.677
Solyc01g100930.3.1	3123	2944	2	0.362175
Solyc02g063430.3.1	1769	1590	1	0.335297
Solyc11g042960.1.1	153	9.8295	0	0
Solyc12g040780.1.1	564	385	2	2.76947
Solyc02g043860.3.1	2880	2701	202	39.8707
Solyc12g040360.2.1	1645	1466	0	0
Solyc08g075970.3.1	1578	1399	60	22.8644
Solyc03g111730.3.1	2940	2761	2255.02	435.421
Solyc01g080165.1.1	36	3.21825	0	0
Solyc12g014280.2.1	1775	1596	106	35.4079
Solyc09g042267.1.1	801	622	0	0
Solyc04g075000.1.1	1491	1312	3	1.21903
Solyc03g114820.3.1	1506	1327	0	0
Solyc04g072780.3.1	1004	825	350	226.173
Solyc06g008710.2.1	2930	2751	0	0
Solyc05g014920.1.1	258	79.0036	0	0
Solyc11g007590.2.1	1773	1594	229	76.5903
Solyc01g100410.3.1	585	406	19	24.9491
Solyc01g103270.3.1	336	157	0	0
Solyc05g015610.3.1	4420	4241	1311	164.801
Solyc06g054240.3.1	1645	1466	2	0.727315
Solyc08g059765.1.1	440	261	0	0
Solyc03g025960.1.1	201	27.2129	0	0
Solyc11g028202.1.1	279	100	0	0
Solyc12g056030.2.1	2250	2071	112	28.8313
Solyc04g082040.3.1	3058	2879	29	5.37011
Solyc07g008160.3.1	5080	4901	119	12.9446
Solyc07g017902.1.1	345	166	0	0
Solyc03g116190.1.1	369	190	0	0
Solyc05g006400.3.1	2816	2637	406	82.081
Solyc08g014130.3.1	2516	2337	93	21.2154
Solyc05g052980.3.1	1573	1394	799	305.57
Solyc01g057140.1.1	438	259	0	0
Solyc04g058030.2.1	309	130	0	0
Solyc02g031940.2.1	1091	912	0	0
Solyc07g014600.2.1	640	461	2	2.31289
Solyc06g068270.3.1	1313	1134	20.163	9.47913
Solyc06g072520.2.1	2555	2376	0	0
Solyc06g064970.3.1	1288	1109	0	0
Solyc04g051690.3.1	434	255	23	48.0855
Solyc06g048480.3.1	2401	2222	150	35.9893
Solyc01g099100.3.1	7526	7347	216.11	15.6816
Solyc01g100430.3.1	1176	997	72.2751	38.6474
Solyc09g013130.3.1	3552	3373	206	32.5595
Solyc02g005140.3.1	932	753	0	0
Solyc07g040810.1.1	303	124	0	0
Solyc07g063250.3.1	1238	1059	25.0681	12.6198
Solyc02g087530.1.1	1320	1141	4	1.86896
Solyc10g085285.1.1	663	484	38.5368	42.448
Solyc07g005780.2.1	2026	1847	0	0
Solyc10g049992.1.1	432	253	0	0
Solyc11g071500.2.1	2705	2526	17	3.58792
Solyc10g007570.3.1	1229	1050	35	17.7707
Solyc10g036620.2.1	120	6.21	0	0
Solyc03g113070.3.1	1786	1607	43	14.2652
Solyc01g094790.3.1	1963	1784	550	164.359
Solyc06g074680.3.1	2100	1921	19.9194	5.5281
Solyc10g050512.1.1	402	223	0	0
Solyc08g081310.3.1	1833	1654	50	16.1161
Solyc06g060460.3.1	1693	1514	134	47.1852
Solyc01g080440.1.1	798	619	0	0
Solyc03g112755.1.1	1365	1186	10	4.49513
Solyc12g100140.2.1	4496	4317	29	3.58132
Solyc06g073670.3.1	3382	3203	192	31.9574
Solyc02g084030.3.1	1440	1261	71	30.0172
Solyc12g014030.1.1	354	175	0	0
Solyc09g005070.1.1	447	268	0	0
Solyc06g083460.3.1	1540	1361	189	74.0339
Solyc07g052703.1.1	279	100	0	0
Solyc01g079650.3.1	3476	3297	46	7.43816
Solyc10g086560.2.1	2008	1829	162	47.2202
Solyc07g017370.2.1	709	530	0	0
Solyc10g047320.2.1	3425	3246	166	27.2638
Solyc03g093640.3.1	297	118	7	31.6259
Solyc07g017520.3.1	1532	1353	19.7766	7.79255
Solyc01g087740.1.1	2310	2131	27	6.75471
Solyc10g076200.2.1	619	440	6	7.26985
Solyc10g055470.2.1	3138	2959	1	0.18017
Solyc07g039660.1.1	309	130	0	0
Solyc07g005010.3.1	3162	2983	18	3.21696
Solyc11g071620.2.1	14460	14281	379.975	14.1848
Solyc09g065340.3.1	6149	5970	124	11.0732
Solyc08g076670.3.1	1222	1043	94	48.0474
Solyc03g112320.3.1	2215	2036	4	1.04739
Solyc12g036820.1.1	165	12.1958	0	0
Solyc05g018653.1.1	1663	1484	19	6.82569
Solyc08g005830.2.1	3798	3619	0	0
Solyc09g066235.1.1	540	361	0	0
Solyc06g050540.1.1	171	13.7365	0	0
Solyc08g081440.2.1	442	263	0	0
Solyc09g082630.3.1	890	711	59	44.2394
Solyc02g089497.1.1	321	142	2	7.50876
Solyc01g102633.1.1	336	157	0	0
Solyc05g013200.1.1	1818	1639	10	3.25273
Solyc07g032580.2.1	366	187	0	0
Solyc03g122155.1.1	470	291	0.864272	1.58338
Solyc12g011100.2.1	1344	1165	0	0
Solyc10g076250.2.1	1750	1571	235	79.7477
Solyc01g099480.3.1	1461	1282	2	0.831704
Solyc11g017100.1.1	1431	1252	5	2.12908
Solyc03g112660.3.1	6581	6402	478	39.8051
Solyc06g065000.2.1	1797	1618	0	0
Solyc06g036250.1.1	630	451	505	596.955
Solyc09g074490.3.1	382	203	0	0
Solyc01g103050.3.1	4045	3866	76	10.4804
Solyc06g083080.3.1	971	792	1	0.673134
Solyc10g045430.2.1	1443	1264	31	13.075
Solyc01g012550.1.1	294	115	0	0
Solyc06g068945.1.1	574	395	0	0
Solyc03g044020.3.1	4410	4231	21	2.64608
Solyc03g036473.1.1	414	235	8.28219	18.789
Solyc04g040210.3.1	1395	1216	2	0.876846
Solyc11g066870.2.1	2675	2496	261	55.7471
Solyc12g019756.1.1	906	727	0	0
Solyc04g017750.3.1	5825	5646	330	31.1602
Solyc11g069980.2.1	2400	2221	0	0
Solyc02g085970.1.1	228	49.4247	0	0
Solyc10g045760.2.1	489	310	0	0
Solyc05g006930.3.1	2255	2076	7	1.79762
Solyc01g011170.1.1	696	517	0	0
Solyc03g044880.3.1	5263	5084	6.38693	0.669751
Solyc07g017430.3.1	3584	3405	147	23.0158
Solyc01g020320.3.1	718	539	19	18.7928
Solyc09g037050.2.1	1883	1704	1	0.312865
Solyc04g025930.2.1	3353	3174	14.1409	2.37519
Solyc01g091590.3.1	783	604	0	0
Solyc08g075050.2.1	1314	1135	0	0
Solyc02g091020.2.1	2145	1966	51.7898	14.0439
Solyc08g014247.1.1	1596	1417	0	0
Solyc10g018205.1.1	342	163	0	0
Solyc04g081830.1.1	1365	1186	1.68414	0.757043
Solyc08g062630.3.1	3422	3243	392	64.4415
Solyc08g063093.1.1	1611	1432	0	0
Solyc10g051273.1.1	2711	2532	0	0
Solyc07g042620.3.1	726	547	45	43.8583
Solyc06g005920.2.1	284	105	0	0
Solyc08g074770.2.1	413	234	0	0
Solyc10g051300.2.1	1267	1088	57	27.9301
Solyc02g081600.3.1	1301	1122	0	0
Solyc09g007660.1.1	720	541	0	0
Solyc01g110150.2.1	917	738	33	23.8388
Solyc01g109280.3.1	2841	2662	476	95.3291
Solyc03g006460.3.1	2074	1895	52	14.6292
Solyc01g107870.3.1	5384	5205	2715.67	278.153
Solyc08g081320.3.1	3335	3156	529	89.3605
Solyc01g103710.3.1	942	763	135	94.327
Solyc05g016005.1.1	441	262	0	0
Solyc08g022030.3.1	2825	2646	85	17.126
Solyc03g123980.3.1	4187	4008	404	53.7379
Solyc03g110900.3.1	4539	4360	474	57.9587
Solyc01g066430.3.1	903	724	53	39.0269
Solyc08g066490.3.1	3585	3406	0	0
Solyc06g069110.3.1	860	681	0	0
Solyc05g005580.3.1	2491	2312	0	0
Solyc06g005390.1.1	444	265	7	14.0825
Solyc02g092710.3.1	3109	2930	62	11.2811
Solyc01g016910.1.1	177	15.5846	0	0
Solyc11g020240.1.1	177	15.5846	0	0
Solyc09g098230.3.1	2960	2781	62.6513	12.0104
Solyc01g090925.1.1	582	403	0	0
Solyc05g052020.3.1	1623	1444	50	18.4599
Solyc09g056220.1.1	195	23.5677	0	0
Solyc03g043830.1.1	525	346	0	0
Solyc11g010840.2.1	2446	2267	68	15.9913
Solyc03g121730.3.1	1690	1511	80	28.2262
Solyc01g107270.3.1	3306	3127	25.2837	4.31061
Solyc09g074230.3.1	1910	1731	4	1.23194
Solyc01g096380.1.1	945	766	5	3.47991
Solyc10g006215.1.1	581	402	13	17.2403
Solyc06g051815.1.1	219	41.1625	0	0
Solyc01g111230.3.1	645	466	2	2.28808
Solyc08g006200.2.1	1709	1530	2	0.696892
Solyc10g051190.2.1	174	14.6185	0	0
Solyc12g089260.2.1	1932	1753	96	29.1955
Solyc12g062490.1.1	369	190	0	0
Solyc03g096620.2.1	873	694	1	0.768187
Solyc08g016770.3.1	1622	1443	28	10.3447
Solyc12g044670.1.1	927	748	0	0
Solyc09g059345.1.1	1752	1573	0	0
Solyc01g079780.3.1	2267	2088	96.9218	24.7467
Solyc03g121030.2.1	6908	6729	125.274	9.92513
Solyc10g079140.2.1	1663	1484	32	11.4959
Solyc10g068340.2.1	777	598	0	0
Solyc05g050300.2.1	522	343	1	1.55429
Solyc02g092353.1.1	333	154	4	13.8473
Solyc11g066770.2.1	1875	1696	54.4226	17.1072
Solyc11g030850.1.1	315	136	0	0
Solyc01g056577.1.1	738	559	0	0
Solyc01g105980.3.1	744	565	50	47.1789
Solyc06g005700.1.1	1809	1630	1	0.327069
Solyc02g085120.3.1	3598	3419	2	0.311859
Solyc06g048560.1.1	1782	1603	0	0
Solyc06g053770.3.1	1480	1301	32	13.1129
Solyc12g039003.1.1	549	370	0	0
Solyc05g009870.3.1	1150	971	59	32.3936
Solyc07g007170.3.1	797	618	74	63.8366
Solyc04g015290.3.1	1492	1313	64	25.9862
Solyc11g045230.2.1	1960	1781	0	0
Solyc03g096380.3.1	1894	1715	0	0
Solyc01g065490.3.1	466	287	70	130.03
Solyc01g104920.3.1	2741	2562	337	70.1257
Solyc12g010580.1.1	798	619	0	0
Solyc09g020065.1.1	192	21.9418	0	0
Solyc04g072345.1.1	291	112	0	0
Solyc03g063510.1.1	660	481	12	13.3003
Solyc04g014250.3.1	2252	2073	232.681	59.8396
Solyc05g006980.3.1	1429	1250	222	94.6825
Solyc11g028120.1.1	390	211	0	0
Solyc04g010330.3.1	1284	1105	0	0
Solyc02g087890.3.1	1576	1397	3.8806	1.48091
Solyc01g056410.1.1	258	79.0036	0	0
Solyc09g066300.2.1	993	814	0	0
Solyc10g076940.2.1	2191	2012	0	0
Solyc01g109030.3.1	483	304	0	0
Solyc09g009660.3.1	1390	1211	11	4.84256
Solyc10g012195.1.1	567	388	0	0
Solyc03g033820.1.1	1419	1240	68	29.2357
Solyc08g016550.3.1	1067	888	1	0.600363
Solyc05g052590.1.1	2385	2206	9	2.17502
Solyc12g094450.2.1	1569	1390	99	37.9706
Solyc05g018850.1.1	207	31.3862	0	0
Solyc02g077340.1.1	1125	946	0	0
Solyc04g015140.2.1	877	698	0	0
Solyc07g009333.1.1	207	31.3862	7.83729	133.123
Solyc10g079710.2.1	2452	2273	20.5649	4.82341
Solyc02g077200.3.1	276	97.0001	0	0
Solyc07g041620.1.1	165	12.1958	0	0
Solyc06g054570.1.1	312	133	0	0
Solyc10g076850.1.1	87	4.51079	0	0
Solyc07g025250.2.1	1715	1536	15	5.20627
Solyc04g077080.2.1	1222	1043	0	0
Solyc06g005810.3.1	1166	987	7	3.78101
Solyc02g067750.3.1	1379	1200	9	3.99842
Solyc06g069545.1.1	1504	1325	0	0
Solyc11g061913.1.1	603	424	0	0
Solyc07g049775.1.1	753	574	0	0
Solyc10g049610.1.1	459	280	0	0
Solyc06g036675.1.1	263	84.0013	0	0
Solyc03g007120.3.1	2524	2345	154	35.011
Solyc07g063720.1.1	2394	2215	7	1.68481
Solyc01g014530.2.1	986	807	0	0
Solyc04g024940.3.1	2312	2133	76	18.9954
Solyc04g077490.3.1	5950	5771	1	0.0923795
Solyc12g011240.1.1	720	541	0	0
Solyc01g067100.3.1	1841	1662	653.02	209.47
Solyc03g025320.3.1	1713	1534	381	132.412
Solyc01g008440.3.1	2495	2316	301	69.2875
Solyc03g110950.1.1	1593	1414	0	0
Solyc11g071950.2.1	1781	1602	103	34.2769
Solyc10g018780.2.1	1350	1171	1	0.455271
Solyc07g043347.1.1	354	175	0	0
Solyc04g009153.1.1	981	802	11.7312	7.79821
Solyc01g097250.3.1	1967	1788	57	16.9955
Solyc03g059435.1.1	585	406	0	0
Solyc07g026910.2.1	435	256	0	0
Solyc02g049104.1.1	414	235	0	0
Solyc05g042128.1.1	210	33.6633	0	0
Solyc09g018803.1.1	435	256	0	0
Solyc07g032100.3.1	4234	4055	564.953	74.2759
Solyc11g067210.1.1	2616	2437	0	0
Solyc08g014310.3.1	1023	844	0	0
Solyc01g100260.3.1	2130	1951	43	11.75
Solyc05g053450.3.1	433	254	0	0
Solyc04g050757.1.1	345	166	0	0
Solyc04g072880.3.1	2050	1871	99.4433	28.3353
Solyc09g065120.3.1	3501	3322	83	13.32
Solyc03g115230.3.1	3212	3033	87.6429	15.4053
Solyc09g005450.1.1	825	646	0	0
Solyc02g032070.1.1	327	148	0	0
Solyc03g007540.3.1	4626	4447	15.6566	1.87697
Solyc04g049590.1.1	330	151	0	0
Solyc12g049190.2.1	4041	3862	0	0
Solyc10g019033.1.1	864	685	0	0
Solyc12g044700.2.1	2070	1891	69	19.4529
Solyc05g024030.2.1	500	321	0	0
Solyc01g005910.3.1	5273	5094	32	3.34902
Solyc11g072660.2.1	2233	2054	220.743	57.2946
Solyc07g006750.3.1	4475	4296	0	0
Solyc11g065120.2.1	2822	2643	55	11.0941
Solyc05g013700.3.1	3187	3008	561	99.4287
Solyc09g011390.3.1	2535	2356	0	0
Solyc08g083310.3.1	5368	5189	52.5788	5.40199
Solyc09g055320.1.1	234	55.1953	0	0
Solyc09g005190.2.1	354	175	0	0
Solyc01g005300.3.1	2119	1940	361	99.2047
Solyc10g080500.2.1	1725	1546	185	63.7953
Solyc01g094220.3.1	1783	1604	68	22.6012
Solyc07g053120.3.1	3879	3700	14	2.01722
Solyc01g106100.2.1	1341	1162	25.9555	11.9083
Solyc07g025140.3.1	1584	1405	0	0
Solyc07g049590.3.1	2206	2027	12	3.15613
Solyc10g007280.3.1	1638	1459	0	0
Solyc11g068960.2.1	3826	3647	49	7.16287
Solyc12g005960.2.1	895	716	14	10.4242
Solyc06g069120.3.1	1255	1076	1249	618.838
Solyc09g042697.1.1	1044	865	0	0
Solyc02g086350.3.1	4607	4428	12.3134	1.48251
Solyc01g090220.3.1	1308	1129	0	0
Solyc08g006330.3.1	3480	3301	68.6584	11.0885
Solyc01g087338.1.1	291	112	0	0
Solyc11g061774.1.1	351	172	0	0
Solyc05g012910.3.1	3345	3166	2	0.33678
Solyc01g107180.3.1	3092	2913	47	8.6017
Solyc06g050520.2.1	834	655	3	2.44178
Solyc06g083380.3.1	1695	1516	63	22.1548
Solyc04g071330.3.1	2065	1886	33	9.32822
Solyc11g017360.2.1	832	653	6	4.89852
Solyc01g099240.3.1	936	757	33	23.2405
Solyc04g050400.1.1	360	181	0	0
Solyc05g014050.3.1	3022	2843	143	26.8155
Solyc04g024965.1.1	1656	1477	1.84173	0.664772
Solyc07g006660.1.1	1662	1483	0	0
Solyc02g071220.3.1	1248	1069	4	1.99484
Solyc08g022170.1.1	408	229	2	4.65609
Solyc01g111145.1.1	1922	1743	143.043	43.7517
Solyc09g008530.2.1	4326	4147	5	0.64278
Solyc03g063710.1.1	270	91.0003	0	0
Solyc01g104310.3.1	1864	1685	157	49.6737
Solyc06g074070.3.1	4383	4204	28	3.55077
Solyc07g006390.2.1	784	605	0	0
Solyc03g019790.3.1	1631	1452	1	0.367164
Solyc03g097670.3.1	7504	7325	10	0.727812
Solyc11g072970.2.1	1408	1229	77	33.4015
Solyc08g068150.3.1	1349	1170	6869	3129.93
Solyc05g007630.3.1	4182	4003	0	0
Solyc04g007670.1.1	450	271	0	0
Solyc04g005750.1.1	348	169	0	0
Solyc03g051810.3.1	1667	1488	33	11.8233
Solyc04g039860.1.1	378	199	10	26.7901
Solyc01g060390.1.1	381	202	1	2.63922
Solyc01g008390.2.1	1086	907	0	0
Solyc03g095880.1.1	153	9.8295	0	0
Solyc07g066310.3.1	782	603	1750	1547.2
Solyc09g091890.3.1	603	424	0	0
Solyc12g013470.2.1	600	421	0	0
Solyc05g024140.1.1	417	238	0	0
Solyc12g089060.2.1	1531	1352	32	12.6183
Solyc08g081620.3.1	1735	1556	357	122.317
Solyc02g091040.3.1	165	12.1958	0	0
Solyc03g093820.1.1	330	151	0	0
Solyc01g091950.3.1	2526	2347	303	68.8266
Solyc01g104270.3.1	2419	2240	446.391	106.241
Solyc11g071530.1.1	618	439	7.64192	9.28035
Solyc08g006870.3.1	3018	2839	74	13.8961
Solyc01g011092.1.1	333	154	9.9421	34.4179
Solyc03g111300.1.1	1476	1297	0	0
Solyc01g088323.1.1	210	33.6633	0	0
Solyc11g065610.1.1	165	12.1958	0	0
Solyc10g044490.2.1	216	38.5618	0	0
Solyc04g025590.1.1	426	247	0	0
Solyc03g044720.2.1	1431	1252	30	12.7745
Solyc02g078470.3.1	3531	3352	57.0628	9.07561
Solyc04g009160.3.1	1740	1561	43	14.6856
Solyc11g011760.2.1	1352	1173	126	57.2663
Solyc10g018500.1.1	798	619	0	0
Solyc01g100440.2.1	2255	2076	0	0
Solyc11g008940.1.1	1959	1780	71	21.265
Solyc02g088420.2.1	462	283	0	0
Solyc06g063305.1.1	522	343	0	0
Solyc08g081555.1.1	816	637	21.7403	18.195
Solyc02g078660.3.1	3255	3076	15	2.59975
Solyc12g099610.1.1	324	145	0	0
Solyc09g090350.3.1	2465	2286	536.865	125.203
Solyc09g009730.1.1	222	43.8484	0	0
Solyc01g108950.2.1	657	478	1	1.11532
Solyc11g008250.2.1	3048	2869	392	72.8421
Solyc06g005960.3.1	5552	5373	436	43.261
Solyc02g067990.3.1	2381	2202	41	9.92643
Solyc03g025360.3.1	3836	3657	378	55.1053
Solyc07g009130.3.1	4104	3925	9	1.22245
Solyc08g066920.2.1	1915	1736	1.19233	0.366161
Solyc11g063530.1.1	423	244	0	0
Solyc04g015585.1.1	213	36.0583	6	88.71
Solyc01g086820.3.1	411	232	0	0
Solyc04g077290.2.1	1199	1020	6.22391	3.25304
Solyc01g006590.2.1	1764	1585	0	0
Solyc01g005575.1.1	953	774	126.217	86.9367
Solyc01g091715.1.1	927	748	28	19.9564
Solyc01g105495.1.1	240	61.0822	0	0
Solyc04g080885.1.1	957	778	0	0
Solyc03g053070.1.1	300	121	0	0
Solyc05g013170.2.1	818	639	136	113.466
Solyc09g014624.1.1	591	412	0	0
Solyc06g071400.3.1	717	538	0	0
Solyc09g063070.3.1	7904	7725	62.6555	4.32402
Solyc03g120480.3.1	3282	3103	44	7.55958
Solyc10g007750.1.1	834	655	0	0
Solyc02g094240.1.1	378	199	0	0
Solyc06g083490.3.1	1078	899	0	0
Solyc02g082490.3.1	2117	1938	4	1.10036
Solyc12g019773.1.1	174	14.6185	0	0
Solyc03g026350.3.1	2168	1989	274	73.4417
Solyc12g056430.1.1	612	433	0	0
Solyc06g048965.1.1	942	763	0	0
Solyc12g042113.1.1	587	408	0	0
Solyc02g023993.1.1	819	640	0	0
Solyc07g066020.3.1	2850	2671	80	15.9677
Solyc03g006090.2.1	315	136	0	0
Solyc10g080030.2.1	976	797	1	0.668911
Solyc04g049020.2.1	869	690	1	0.772641
Solyc09g055470.1.1	420	241	240.509	532.036
Solyc10g078645.1.1	744	565	0	0
Solyc08g076610.3.1	1500	1321	7	2.82502
Solyc10g045310.2.1	1682	1503	35	12.4147
Solyc06g082820.3.1	865	686	0	0
